537	182	76
538	324	195
539	352	182
540	460	240
541	288	176
542	333	163
543	172	107
544	39	11
545	362	177
546	197	98
547	12	11
548	541	214
549	303	187
550	148	85
551	80	47
552	262	164
553	273	144
554	66	48
555	422	188
556	329	177
557	377	191
558	133	69
559	758	285
560	97	77
561	190	91
562	69	63
563	534	249
564	476	199
565	98	72
566	16	12
567	41	16
568	589	243
569	219	132
570	273	145
571	353	189
572	155	89
573	67	52
574	193	115
575	145	67
576	99	17
577	1010	317
578	49	26
579	145	96
580	317	120
581	213	158
582	286	149
583	114	74
584	44	37
585	102	29
586	102	66
587	135	99
588	279	160
589	314	174
590	166	122
591	153	79
592	146	109
593	260	159
594	289	142
595	433	209
596	113	55
597	77	22
598	178	109
599	181	82
600	53	23
601	371	156
602	65	18
603	276	173
604	564	257
605	200	128
606	14	6
607	34	17
608	249	108
609	72	36
610	150	119
611	243	110
612	102	77
613	117	65
614	165	80
615	206	75
616	200	109
617	97	45
618	180	100
619	178	104
620	565	228
621	40	14
622	117	41
623	114	73
624	337	195
625	183	118
626	138	85
627	115	73
628	302	181
629	254	156
630	88	61
631	171	87
632	329	162
633	128	88
634	172	117
635	293	158
636	243	113
637	143	104
638	193	102
639	363	152
640	98	71
641	2	2
642	370	171
643	82	18
644	399	211
645	156	95
646	649	313
647	85	65
648	160	113
649	306	172
650	180	99
651	337	181
652	221	95
653	318	196
654	169	106
655	106	72
656	230	163
657	126	84
658	33	25
659	60	46
660	28	22
661	299	186
662	348	203
663	265	139
664	347	181
665	154	95
666	237	139
667	43	14
668	85	65
669	618	222
670	418	245
671	308	141
672	363	202
673	30	23
674	84	38
675	146	99
676	76	38
677	117	71
678	179	90
679	134	100
680	161	120
681	167	96
682	34	22
683	42	27
684	517	166
685	93	68
686	210	108
687	395	217
688	113	69
689	834	294
690	411	203
691	169	96
692	389	210
693	169	100
694	72	55
695	110	64
696	344	162
697	116	72
698	100	54
699	108	87
700	132	83
701	221	143
702	328	181
703	109	72
704	190	102
705	607	282
706	206	135
707	129	57
708	36	10
709	128	76
710	340	185
711	227	107
712	155	92
713	461	241
714	225	143
715	38	24
716	192	138
717	83	44
718	92	72
719	359	188
720	111	55
721	120	40
722	89	68
723	93	67
724	189	103
725	155	104
726	21	13
727	117	39
728	117	72
729	307	159
730	182	92
731	79	51
732	152	108
733	294	158
734	290	168
735	167	90
736	117	68
737	51	33
738	378	181
739	118	88
740	173	71
741	145	100
742	62	48
743	11	10
744	73	59
745	84	31
746	40	31
747	147	81
748	10	5
749	134	89
750	361	189
751	76	18
752	464	207
753	139	73
754	1043	346
755	276	162
756	181	115
757	55	42
758	211	105
759	101	18
760	101	58
761	753	300
762	185	89
763	45	26
764	527	248
765	91	30
766	344	194
767	93	56
768	33	20
769	231	132
770	61	42
771	103	65
772	174	106
773	141	53
774	108	87
775	264	134
776	122	85
777	171	104
778	256	155
779	175	114
780	60	41
781	258	120
782	222	133
783	245	125
784	217	121
785	114	65
786	221	121
787	132	79
788	159	78
789	1304	299
790	132	41
791	100	30
792	159	79
793	228	111
794	164	79
795	36	14
796	102	70
797	140	85
798	98	80
799	216	145
800	212	151
801	62	28
802	253	133
803	483	241
804	60	47
805	211	120
806	283	144
807	306	154
808	144	111
809	138	87
810	612	238
811	62	38
812	44	28
813	118	95
814	54	16
815	195	125
816	46	26
817	348	175
818	178	95
819	661	309
820	35	24
821	169	119
822	437	218
823	234	144
824	176	137
825	492	227
826	127	82
827	735	303
828	179	139
829	95	69
830	159	95
831	390	192
832	284	161
833	298	117
834	64	58
835	51	17
836	37	25
837	97	71
838	92	55
839	132	97
840	76	30
841	327	181
842	196	101
843	71	60
844	129	91
845	284	179
846	99	75
847	172	113
848	45	42
849	158	121
850	506	258
851	188	124
852	400	198
853	419	217
854	194	123
855	67	46
856	139	77
857	129	71
858	97	75
859	190	102
860	159	128
861	73	53
862	621	280
863	136	87
864	475	206
865	180	64
866	285	180
867	198	120
868	601	188
869	81	65
870	363	160
871	355	190
872	218	143
873	34	17
874	554	245
875	228	127
876	139	63
877	148	101
878	298	149
879	43	41
880	166	104
881	172	91
882	279	139
883	1286	380
884	165	91
885	18	13
886	212	109
887	145	36
888	26	21
889	188	123
890	51	24
891	141	112
892	193	103
893	108	33
894	162	93
895	238	145
896	23	7
897	182	122
898	89	30
899	383	160
900	46	14
901	336	183
902	127	83
903	152	82
904	379	216
905	87	38
906	75	25
907	157	72
908	152	94
909	121	96
910	222	92
911	87	37
912	268	150
913	313	200
914	40	24
915	88	51
916	105	52
917	98	63
918	116	78
919	293	192
920	214	144
921	42	26
922	143	84
923	159	91
924	51	22
925	122	97
926	164	94
927	174	89
928	277	122
929	108	61
930	412	236
931	506	236
932	244	152
933	514	256
934	84	58
935	83	63
936	203	143
937	421	221
938	305	185
939	107	68
940	455	230
941	499	270
942	551	219
943	122	105
944	155	94
945	100	64
946	108	68
947	287	96
948	48	31
949	358	202
950	119	76
951	75	20
952	161	65
953	120	31
954	221	153
955	493	181
956	222	131
957	547	267
958	98	60
959	83	65
960	221	136
961	181	109
962	246	128
963	449	229
964	339	183
965	265	147
966	208	144
967	76	50
968	273	152
969	109	77
970	344	194
971	536	222
972	108	80
973	157	129
974	618	257
975	188	96
976	228	111
977	61	35
978	48	40
979	170	119
980	262	152
981	190	112
982	287	158
983	75	36
984	176	97
985	109	97
986	56	5
987	146	86
988	345	164
989	306	156
990	54	43
991	185	129
992	109	60
993	391	211
994	379	229
995	578	260
996	358	189
997	14	8
998	186	100
999	723	271
1000	36	28
1001	57	47
1002	321	151
1003	289	145
1004	150	99
1005	188	100
1006	328	157
1007	171	112
1008	159	106
1009	300	157
1010	181	120
1011	179	110
1012	107	66
1013	331	204
1014	12	12
1015	112	83
1016	177	85
1017	506	246
1018	1357	614
1019	1166	589
1020	1213	566
1021	1177	554
1022	1225	578
1023	1174	576
1024	1098	569
1025	1134	572
1026	1175	572
1027	1263	584
